ingreso_mensual,gastos_mensuales,antiguedad_laboral_meses,label
2589861,1297178,77,2
4961756,4198952,41,1
3944014,3100314,6,1
1368431,1353690,104,0
2706631,1743295,20,1
1474674,503596,112,2
2283980,1734338,57,1
3988387,4256018,41,0
3947634,1230497,89,2
1449262,713336,105,2
4642227,2566475,44,2
3125814,2852840,49,0
2147652,1199725,52,2
2708904,1330795,111,2
3183328,2606657,83,1
2975496,1003112,30,2
2637463,1151193,22,2
2722691,1705559,28,1
1211495,708094,32,2
4138571,2390988,28,2
2892097,1118791,79,2
1002967,590419,14,2
3924323,3682562,46,0
4689242,2959265,75,1
4757612,3658303,35,1
2097482,903728,8,1
1023378,364086,10,1
2784638,2795679,15,0
918002,518761,100,2
4696342,2725145,79,2
1244466,1247142,8,0
1562723,1353657,47,0
2270528,2054851,33,0
2162557,1828664,69,1
4055449,1559863,63,2
2499057,2664986,58,0
1185534,1217910,38,0
1629166,796623,17,2
2741922,2586168,89,0
1078288,676644,106,1
3213616,2721976,113,1
3002438,1298501,7,1
3687631,2695081,89,1
4713441,1891471,87,2
4596371,3350450,114,1
4751948,2351621,30,2
1525692,1009967,89,1
1005200,838715,7,1
1790473,1793444,76,0
4517392,1952558,42,2
4871446,4942644,92,0
4352895,2664103,104,1
906082,883463,44,0
4758169,3378482,63,1
2347447,2323425,14,0
442827,367661,50,0
2435011,1721487,43,1
611918,336574,22,2
2901838,3119846,107,0
1957349,1841313,18,0
2577801,1559440,76,1
3220584,1395733,107,2
4396485,4060718,109,0
3444747,3761510,95,0
2396625,1253866,21,2
4169368,4305667,98,0
4565678,1827625,33,2
950896,1009628,111,0
2846892,2551587,85,0
1708755,986425,94,2
616482,335184,10,1
3475315,2831507,70,1
4368746,3384929,99,1
1149352,1189751,103,0
4137103,3777152,3,0
4325620,3167617,113,1
4605966,4799659,5,0
1620311,1254420,74,1
4558184,4465871,83,0
1875049,1823961,13,0
2940755,3044728,6,0
632334,223898,94,2
601853,461655,46,0
3713717,2505697,13,1
2444608,1692729,92,1
1578945,1054622,102,1
1275902,1237591,70,0
3481786,1931508,19,2
401847,269318,2,0
4107099,1891508,84,2
764548,383324,66,2
1280852,1060976,78,1
2176687,856633,98,2
2630350,1184335,52,2
2032978,1468679,15,1
1875276,628252,113,2
4834014,1941058,65,2
3351267,3320041,74,0
507792,496070,112,0
2378809,1375477,112,2
4425040,2559412,69,2
1786698,1874626,36,0
834959,267749,120,2
3888570,2971787,82,1
3187664,2479723,49,1
3023438,2812733,67,0
646452,686145,50,0
1046295,611729,107,2
3263727,2122293,58,1
1355990,1135016,99,1
2718722,2919411,101,0
2906456,2943176,99,0
1704133,1420638,87,1
4762756,4693119,103,0
4275335,1574022,46,2
3722918,2240086,14,1
758772,235579,101,2
888198,392564,60,2
2666794,2145153,15,1
1139281,1148908,14,0
4900021,3950516,19,1
1129193,938710,90,1
2642352,1012172,85,2
2074957,1726133,24,1
3341178,2216796,102,1
993567,815870,34,1
2379456,1334728,95,2
1663643,1273001,59,1
4483657,2866202,88,1
586694,438208,46,0
4603146,1922604,42,2
4231773,2609565,101,1
1768825,1060274,4,1
4030737,3583791,117,0
543582,470268,78,0
4847582,4978888,52,0
2822337,2273800,75,1
1795093,990241,15,2
2067883,1916058,62,0
705465,492131,118,1
4951008,2251691,28,2
580743,521466,87,0
3412573,1385590,52,2
2436585,1078244,78,2
4765015,4321891,25,0
1531599,1403122,56,0
2847599,2655742,118,0
2618839,1400188,23,2
3633186,3608734,76,0
712847,625976,69,0
1291430,1249037,68,0
1386998,1202367,74,0
3795493,2898532,60,1
1270038,492160,2,1
3038062,2639313,108,0
1390122,1184896,99,0
4363475,2399880,21,2
4734053,4206944,50,0
2785068,2061963,92,1
2020621,1510465,118,1
1476666,877263,114,2
628993,247463,108,2
1635100,774290,19,2
3409485,3119901,110,0
2854638,1476285,105,2
4742590,1431325,45,2
2222875,2439859,47,0
3591771,1682909,55,2
2650885,2185141,79,1
2757851,2872405,31,0
1631762,1272399,3,1
2492774,2341274,17,0
2565611,2773675,53,0
3650556,3607810,34,0
4726944,3527828,92,1
1914878,1131621,13,2
594122,407551,110,1
2682958,2611754,107,0
2904522,2854227,109,0
1174827,1147434,89,0
3898137,3031891,13,1
4930674,3360573,53,1
4750564,2608394,16,2
1306688,395520,119,2
4426671,4035301,40,0
3640671,1898969,70,2
2487694,1402418,94,2
2886811,2814020,110,0
4308161,1472533,91,2
2608621,2718434,81,0
2116754,637332,56,2
2668938,2805949,73,0
3063997,2033902,11,1
1269757,484664,106,2
4544176,3814059,65,1
3501260,3559679,5,0
3313037,2154992,110,1
857683,731677,59,0
3179200,3444632,104,0
956419,471094,103,2
762009,728755,98,0
2825630,1515074,7,1
2252813,1444211,30,1
3108527,1633260,105,2
810422,532293,108,1
2382522,724456,55,2
1204019,653483,53,2
4940660,3242236,21,1
2981291,2402301,116,1
3562210,2884995,26,1
1896924,1454995,23,1
835799,446672,79,2
4889006,5172194,29,0
1716792,1053382,113,1
2349518,1112532,1,1
3389374,2520374,1,1
513608,461807,61,0
4127192,1278550,59,2
2868260,1494579,20,2
1679799,1612577,59,0
683397,482216,49,1
1147493,719238,107,1
4517156,4719168,1,0
3555711,1321402,117,2
1549548,1227949,75,1
701764,402638,18,2
3576830,1275708,6,1
3033076,1428565,65,2
2260790,1813937,28,1
2072613,668670,36,2
1397346,1081265,29,1
3480212,3708097,78,0
4865073,4554082,66,0
1208290,696552,9,1
3146736,1291943,63,2
2351251,1580162,95,1
2454768,1508112,10,1
1569077,1690503,107,0
4195620,4581175,69,0
2632176,1654238,114,1
2899667,1215039,18,2
1801900,1853232,119,0
1236319,1155753,77,0
795188,563804,68,1
3684948,2182535,62,2
1302678,857856,3,1
3574347,3651213,113,0
2195732,983061,77,2
2312564,2186360,11,0
2558216,804693,3,1
2091459,2167709,6,0
862852,604202,73,1
1824306,878218,74,2
3453178,1043845,60,2
3462608,2588775,37,1
1716632,850746,64,2
2516472,2025789,62,1
1289857,677092,2,1
1367712,506627,34,2
506017,356257,6,0
4525034,3400964,108,1
1369251,906543,87,1
1446656,964093,120,1
1686167,1301249,36,1
986077,711043,105,1
3340609,1356468,72,2
745658,341264,54,2
1017331,420598,27,2
3365881,2876605,89,0
1962439,1418605,108,1
3656560,2354401,28,1
2964154,2782366,21,0
1577697,884514,84,2
3393809,2560579,117,1
934859,336106,90,2
2867488,2567902,34,0
2410881,2064086,50,0
1632218,1537393,46,0
3178423,3202518,102,0
4408135,3995633,93,0
4994962,4873044,71,0
3195709,1842402,33,2
2261647,1299700,113,2
1435953,1515563,78,0
1582642,1632748,116,0
2605493,1924933,70,1
2089477,1239576,99,2
4603547,4570407,98,0
2094159,1170067,40,2
2117845,895654,116,2
2164259,1756500,3,1
4248453,1419397,92,2
3393626,2047312,116,1
3225177,3051440,41,0
1937058,1038598,78,2
4162359,4349883,67,0
576474,613748,91,0
4405667,4197072,104,0
2758650,3007244,72,0
2231951,1617297,98,1
2686969,2029628,37,1
3470111,3362307,27,0
458721,318464,52,0
4409139,2757369,81,1
2455002,1943877,22,1
1977646,1633788,82,1
1035930,933079,47,0
2421541,2020922,95,1
2683085,2405593,4,0
2256775,1894896,80,1
3521836,2410191,78,1
2336124,953016,113,2
4822521,4477009,86,0
3156677,1024731,96,2
4114399,4501152,109,0
903037,869414,81,0
2227540,1863846,35,1
1949499,2092369,104,0
3019619,2385427,90,1
4361122,1505225,51,2
760356,568370,85,1
733844,382893,104,2
4311461,2567829,117,2
1379110,920788,114,1
3476265,3197053,39,0
2897239,2034857,51,1
4231311,2876209,13,1
975409,528260,30,2
997002,729703,106,1
2961364,1476870,43,2
4753342,2418477,74,2
2308990,2091499,80,0
1903934,1092930,94,2
3190771,1088435,22,2
4680064,2690764,37,2
4249868,3446038,54,1
4979225,4736181,44,0
503815,538856,118,0
919147,824454,100,0
3203552,2060144,58,1
4174652,2251371,106,2
1712124,691191,42,2
1500371,1203521,94,1
4020089,2845848,27,1
659357,555284,93,0
2099160,1027972,55,2
2726722,1524007,13,2
2977604,1589077,33,2
3751630,3519484,48,0
2032290,888078,90,2
3218348,2532124,9,1
3092727,1054880,79,2
2919034,2158982,86,1
3346223,1174963,78,2
1593466,702243,91,2
789384,308192,21,2
948650,547732,70,2
1433079,823999,113,2
2700911,2595941,73,0
4266037,2050044,73,2
3625949,1338372,88,2
4029587,3154399,40,1
2014488,1712235,84,1
2261407,1211795,110,2
2210937,1729508,1,1
1282617,1181091,104,0
681597,393992,26,2
3118214,2245997,55,1
4950397,2065833,102,2
1167417,372310,99,2
614750,667062,107,0
3985846,2151498,113,2
1561896,817061,54,2
4216362,4547751,79,0
3638109,3210947,47,0
4750098,3649207,42,1
2281065,1960481,52,0
3445061,2990111,89,0
2538332,2311580,60,0
3300708,1167630,98,2
2468155,1555592,89,1
1267708,679624,2,1
2736328,975380,76,2
2831487,1784061,52,1
4128778,3273868,55,1
3783395,1675280,98,2
3453441,1878746,66,2
921581,747712,106,1
3714835,2836127,86,1
2701404,2687973,66,0
4512858,4210428,91,0
4631406,4967132,5,0
653720,508434,3,0
4174951,3585339,10,0
573408,566759,53,0
2088980,2030476,28,0
2894580,2532692,118,0
1081264,757106,65,1
3833044,1987684,79,2
438432,439209,33,0
1175556,1083068,39,0
3071665,2980515,40,0
3686183,1521035,84,2
4616558,2547649,57,2
3645285,2332647,62,1
3490185,3387858,71,0
2213969,2245650,92,0
405908,214285,11,1
952733,809007,93,0
2858951,1035659,68,2
3505597,2200318,80,1
2320262,1599439,39,1
3761123,3432049,49,0
2800567,2838592,28,0
741210,422361,118,2
1283275,926770,60,1
4263992,3487769,120,1
3734599,2102391,59,2
4515905,4915249,26,0
940763,941346,61,0
4955024,2661454,5,1
1363271,962956,109,1
454187,220132,98,2
4988146,3549580,87,1
1692940,1433354,73,1
3472889,1279471,70,2
1212739,1208001,120,0
3069051,2378505,33,1
4558561,4976500,94,0
1872833,600193,70,2
3483168,3361949,117,0
1264357,1180366,99,0
3274059,1330191,120,2
1947672,1106754,71,2
1371558,1382307,25,0
1840637,1315620,60,1
1222669,759308,85,1
4548814,4659792,93,0
2227060,834425,0,1
1528285,1036939,61,1
2462676,2024072,28,1
1874466,1474892,105,1
3824329,1955843,18,2
4867612,3653874,80,1
2414955,2093402,32,0
4360754,3348659,43,1
3002970,2545227,113,1
1123284,567105,29,2
3576865,3456250,11,0
2761799,1822101,8,1
3392790,3697392,61,0
4492562,1431457,77,2
2425999,1465915,39,1
4545417,2019893,83,2
3853077,2868568,7,1
2647583,1309399,103,2
3174822,2825535,98,0
1897673,1908097,118,0
4924548,2308172,112,2
3469815,1486962,43,2
601696,601867,48,0
1902461,1120583,90,2
3267246,2116087,16,1
659133,314259,38,2
509867,326443,14,1
2470112,1198103,55,2
1930375,1607504,66,1
2416174,1689150,25,1
1608389,1496523,3,0
1157702,636947,86,2
3570059,2515021,2,1
2767027,1404595,117,2
1320709,1383548,27,0
1870111,1341896,80,1
3122316,1369979,52,2
732255,379464,7,1
1078284,394999,57,2
736930,237478,62,2
4136660,2981446,103,1
3861082,2199652,88,2
3865239,4139744,10,0
3695097,1614998,25,2
3479173,3253479,37,0
2594163,1433994,14,2
3354480,1606225,55,2
576463,620107,118,0
3258736,3069929,62,0
3978237,3200479,89,1
2701648,2317195,82,0
2044561,2234921,102,0
1676163,1298299,26,1
3356889,1280722,90,2
3586886,1262200,106,2
4406451,3671831,21,1
1974737,1631292,42,1
3940953,3541100,116,0
2982237,1154194,94,2
4461048,4710518,34,0
2827936,2095293,68,1
2781097,2279511,49,1
3058235,1002740,59,2
3846851,4111435,43,0
4837576,3628538,34,1
738391,554303,81,1
645799,681218,93,0
4712732,4917642,105,0
2837428,1351293,19,2
3228554,3373448,99,0
2619149,2329201,31,0
830824,261810,51,2
3933211,1934646,108,2
3837233,2418931,55,1
1833835,1405191,24,1
1808701,1557407,19,0
4254070,1991621,57,2
732843,710389,92,0
4453084,4348758,120,0
1580644,1277159,94,1
3127730,3243065,105,0
4705573,4472111,90,0
3519364,1679788,107,2
2306377,2165553,9,0
3571857,3795319,112,0
1982306,812914,48,2
1675389,1814376,111,0
4984743,1595089,9,1
3853635,2765884,86,1
3365712,3093475,88,0
2034332,1896711,120,0
626140,555848,92,0
542862,392750,46,1
2949234,2420647,67,1
3905351,3358390,44,0
2871944,1997815,24,1
4267611,3314005,30,1
553762,541078,27,0
2087060,1148516,66,2
1490524,1071038,109,1
2457456,753908,110,2
732931,622954,7,0
4789006,2185263,10,1
1426975,977194,29,1
4642616,2173506,31,2
2359109,752147,11,1
4933411,3387164,47,1
2948669,1886755,71,1
4681831,2996932,69,1
424605,198310,65,2
3841899,4063821,41,0
4554033,1378987,85,2
1042715,1056516,99,0
842179,749136,42,0
2353034,1029823,10,1
4694923,3182001,36,1
2894978,3158653,16,0
2826300,2303317,56,1
1049180,421667,19,2
403632,268865,56,0
4126644,2783679,27,1
802843,756126,89,0
3315709,3424897,3,0
4607236,1685296,67,2
1359799,749562,20,2
3460255,1864214,0,1
762013,835806,104,0
3177274,2374636,81,1
1154086,1158547,12,0
3785386,2425775,80,1
1785664,1568132,73,0
2531599,1339895,57,2
3157380,3250298,50,0
1187858,788876,106,1
3811534,3594202,29,0
1792146,904413,48,2
3446911,2946707,39,0
1128102,704079,93,1
3565341,1159276,110,2
989665,623891,102,1
2356640,1743954,96,1
1537148,647768,118,2
3842526,1718111,84,2
1605361,1078626,90,1
4455900,2558505,118,2
4502373,2938215,1,1
1303630,871687,76,1
3223691,1328357,89,2
803501,357522,110,2
2201071,2153819,106,0
3681280,1583594,101,2
3433347,2859056,113,1
3273623,2078169,64,1
1699688,1826467,1,0
2138915,754788,1,1
873552,842376,65,0
3707505,2569892,52,1
2717888,827004,54,2
3660322,1870162,48,2
1545140,967501,110,1
1892416,1043394,43,2
1937391,1142982,103,2
518415,535698,108,0
1968820,1159137,60,2
4095201,2600713,54,1
4527573,4115135,91,0
2783804,2603043,85,0
2495308,916456,39,2
541793,467706,12,0
4444340,3049073,32,1
459847,187196,16,2
4745850,2428776,35,2
2650395,890608,31,2
1972899,1160439,77,2
4651405,2345820,115,2
512199,310230,82,1
3074555,2349797,111,1
2925090,2591254,94,0
1408874,1104954,87,1
2372882,1999632,50,1
3400414,3374950,39,0
3744804,3741282,102,0
403298,398690,109,0
4709526,1989940,54,2
1156817,579398,1,1
1474470,1034872,95,1
1611978,946217,34,2
573973,232651,1,1
966040,512194,97,2
4937210,5333880,62,0
1849997,1068450,82,2
930385,590917,110,1
892160,272217,65,2
3709516,3247799,60,0
4331016,2732178,35,1
1581981,605127,37,2
496184,533321,96,0
1426214,1314893,54,0
659972,581383,20,0
875617,933668,11,0
2384937,1492933,57,1
1457625,1275169,56,0
2773351,1289515,78,2
1566071,1343214,57,0
4726472,1471177,17,2
4567342,1831707,61,2
3007308,1925300,109,1
2030350,628747,19,2
2153276,1441775,83,1
2294521,1648001,71,1
3746865,2987320,90,1
2477539,942231,18,2
4340958,1930899,113,2
4742836,3749813,75,1
1945352,1607931,102,1
2979195,955488,30,2
837260,613120,89,1
1322158,1226943,94,0
2301943,817836,48,2
1348532,850301,46,1
4432178,2487378,79,2
1128117,1163012,11,0
2496040,1119828,88,2
3186217,1767357,5,1
3582574,3649768,23,0
2162119,1220565,80,2
4397856,3188788,12,1
3014268,983942,117,2
2421736,2634660,104,0
709307,680904,75,0
2537572,2049142,98,1
4175385,1455557,107,2
3226889,1161344,31,2
4227947,3111680,102,1
2672454,1411193,23,2
944924,754268,50,1
462743,360271,67,0
1794810,1742619,86,0
3610756,1896014,4,1
4035196,3075993,35,1
1760463,1622954,73,0
2680008,1856223,43,1
2337147,2254213,93,0
2288405,926852,78,2
1464204,1298922,28,0
1027307,1083178,18,0
1304767,737855,75,2
654529,388181,54,2
1311401,481074,20,2
442324,359695,39,0
3285389,2437629,36,1
1855327,616482,13,2
4876466,4397449,66,0
1291098,1243880,92,0
1990811,2041967,69,0
2046069,1507109,99,1
438877,290565,15,0
4260357,4264232,52,0
547175,338678,73,1
4724827,3894933,81,1
4503542,3568110,83,1
2863401,1711537,87,2
2900540,1071784,78,2
3407378,1080590,11,1
2180430,1401123,83,1
3377223,2313267,87,1
605935,580572,119,0
648619,409622,83,1
2503260,1314031,82,2
2928263,1960991,62,1
4483961,2198900,104,2
881439,328855,120,2
4184180,1633648,93,2
1366218,758693,74,2
2212785,686276,9,1
1856371,883935,87,2
2240714,2083906,85,0
1092279,532698,93,2
2716422,1055557,15,2
4087556,4329803,78,0
2431056,1939925,35,1
2656822,924629,91,2
4304331,1505634,29,2
3647867,2880712,82,1
2656090,1944532,35,1
1585400,562341,1,1
4470663,2143470,76,2
3054294,3186344,14,0
1417279,1073743,79,1
1637951,1068370,111,1
4094412,2047715,116,2
603070,245424,28,2
4963624,3087897,97,1
999618,1037496,42,0
4061915,1376864,108,2
2215966,2421571,94,0
2664194,1242181,9,1
4450993,2790834,49,1
2299391,772690,40,2
2872471,2205557,94,1
626778,430499,49,1
410798,342345,82,0
1526079,1120360,72,1
3530682,2183876,117,1
957819,852655,113,0
923305,295473,51,2
2290419,1678472,87,1
3380050,1321941,100,2
3675531,2384709,108,1
1220873,1138953,8,0
766105,317144,36,2
4725826,4955730,38,0
1599065,1616341,52,0
4325394,2733320,20,1
4372061,1332516,60,2
3953604,3683952,80,0
1176635,1182184,60,0
4180287,1838450,80,2
3938553,4068343,8,0
3144926,3243292,105,0
1951129,1320978,113,1
1607540,1508560,74,0
960690,630173,106,1
2744883,2062057,16,1
3092200,1718865,96,2
2052959,877795,14,2
2586652,2320820,49,0
2072167,623959,39,2
3348628,2557153,70,1
4545792,4508284,36,0
1154033,550499,76,2
2154481,1220124,44,2
1047996,806945,103,1
3274741,1629171,76,2
3752804,3670203,26,0
4686799,2780596,40,2
1682811,1287840,102,1
4770972,2294346,46,2
691008,230181,64,2
3173864,1393200,78,2
662811,223340,42,2
4511361,3044642,35,1
2837122,2182626,57,1
3479002,1168041,26,2
4225240,1573419,34,2
1091429,751361,7,1
577521,542491,36,0
4442853,3564978,38,1
1848693,709469,115,2
993303,1003270,71,0
2554922,2641687,94,0
3152208,1765128,5,1
542465,430074,13,0
1664520,1154947,98,1
550879,580417,75,0
2333543,1649812,23,1
4517460,4824524,49,0
4920201,2260705,65,2
3330419,1919751,101,2
1143533,1057856,7,0
4566907,4233014,72,0
2774740,2457717,86,0
1107247,1093616,117,0
4639943,3999802,97,0
3884358,3141933,33,1
3765844,2512345,85,1
3662231,2467136,92,1
1321563,825883,88,1
1370631,1091254,98,1
3566148,2230023,108,1
1410725,589676,12,1
2417890,931428,13,2
3997208,4155409,96,0
4006182,1281141,30,2
2485004,955171,7,1
4044074,2653899,48,1
4257660,2172859,98,2
3411968,2131385,15,1
1450759,571538,81,2
1660454,672028,0,1
1848269,1738346,13,0
937299,850399,42,0
1656534,635119,10,1
1363788,1137716,102,1
2494512,1964301,104,1
4578813,3986727,91,0
880609,598426,29,1
3713232,1915989,63,2
3561502,2959406,22,1
840469,501832,34,2
4643833,2206574,62,2
3014972,1890096,88,1
2073137,1887832,11,0
3880077,2640915,36,1
1583881,855124,111,2
3590145,3466267,51,0
582672,585768,113,0
4261277,2755343,119,1
2461586,1476337,63,2
3328787,2630272,35,1
1417694,491060,95,2
3514539,2998108,19,0
3952305,3659163,30,0
2576781,1592331,94,1
3241544,1425283,52,2
2499099,807346,24,2
4512820,3654466,78,1
2690198,1385976,88,2
4272320,2867204,15,1
4086219,2488853,33,1
2288322,1006651,27,2
1458389,1030636,46,1
2267978,1514272,92,1
4200600,3357616,86,1
1447110,725737,80,2
2812407,1326644,1,1
4108045,3908706,17,0
2025996,1745910,27,0
3354164,3078335,33,0
1529905,609869,18,2
902685,432595,49,2
4054167,3082891,9,1
855256,843078,90,0
1648354,1670923,95,0
4333503,4184119,69,0
1993759,667348,11,1
4876009,4664894,107,0
4906778,5001346,116,0
1634070,564406,24,2
588500,372535,85,1
3643291,2657009,101,1
2474538,1203121,65,2
863463,615950,39,1
3654605,3686636,57,0
543405,539902,61,0
4402905,4631283,48,0
1037802,713268,112,1
985635,619426,89,1
1208093,1005894,29,1
4817225,3051271,70,1
3588579,1196991,83,2
4086309,3579350,17,0
2229121,1169814,43,2
1947039,660568,109,2
1478626,467981,68,2
2610981,2728707,26,0
2938412,1474086,15,2
3306164,2176512,62,1
1582745,1678440,66,0
4763809,3210872,40,1
1180889,428530,76,2
4842005,3590583,8,1
468338,173547,17,2
2613178,982739,66,2
1933492,1897107,7,0
2465968,1310754,106,2
3025057,2549930,17,1
2403710,1699758,81,1
2308296,1103045,47,2
3770528,2693123,48,1
3555031,1262729,92,2
4233048,2445728,60,2
1549811,1113181,87,1
3203831,1546539,61,2
3091896,2560555,71,1
2100794,717315,91,2
2635865,1813074,73,1
1843398,1607437,74,0
1052484,677754,95,1
1383486,1383028,114,0
885363,713385,45,1
3542120,3778714,69,0
3439346,1813558,10,1
4772789,5016352,43,0
3756521,2950590,49,1
639411,573004,100,0
4467528,4564602,62,0
4368306,3236730,88,1
2439273,2414258,2,0
3094970,2269720,56,1
4889960,3811035,108,1
2848600,1868906,27,1
4564480,1901156,4,1
781978,580855,52,1
1278839,1383650,85,0
2427473,2256940,55,0
3089881,2774710,55,0
4154648,3384572,80,1
4946006,2860408,31,2
2188717,953607,90,2
618112,296472,18,2
4085389,1246279,47,2
3180151,2667461,79,1
1313297,1246978,99,0
2676211,1378594,95,2
3814627,1424688,87,2
3943894,2242426,43,2
2698245,1439894,15,2
1803987,1191896,26,1
4879216,2494654,104,2
3451468,1973502,103,2
2277893,2337218,114,0
1690131,959772,9,1
3763074,3493692,64,0
1514044,1212245,78,1
1189866,678260,85,2
2837236,2707377,77,0
1733942,1345645,92,1
3292964,1010594,43,2
942518,334577,22,2
3412729,3078663,25,0
1703164,1119357,1,1
401117,250460,42,1
983906,409956,11,1
4694631,1999231,39,2
4389831,4118548,75,0
1474602,1420356,107,0
3980511,2977430,101,1
3199429,1715221,30,2
4866162,5090787,16,0
2118586,1693110,23,1
3534719,3313140,117,0
692264,209497,66,2
2222738,1467575,22,1
4833561,4817897,101,0
2879312,1642897,47,2
1724246,1519476,108,0
953246,787515,31,1
3636230,1533670,47,2
3366338,3096772,61,0
2120118,826891,107,2
4774330,4212541,104,0
502133,548718,69,0
1797130,1916432,27,0
4636920,4359601,48,0
1876303,1365224,117,1
1560363,1310486,73,1
2857414,2521630,94,0
4189488,1285005,54,2
874475,333956,64,2
4737895,3684411,51,1
4057335,1238411,84,2
1233751,1267216,102,0
3675237,2542272,61,1
2170810,1098894,58,2
2250556,1384220,41,1
4003134,3925558,21,0
4828810,5030434,113,0
982617,386157,38,2
2334899,2153637,96,0
2612331,1992116,86,1
2131034,1637492,95,1
2070670,1912391,112,0
640436,306305,75,2
3553478,2575688,108,1
2406586,1336816,20,2
1296051,486810,75,2
4153754,1595306,93,2
4091779,1674263,33,2
2637401,2088611,89,1
1772873,681961,93,2
3335227,2521708,100,1
1725500,1329735,38,1
1485636,1519980,82,0
3760367,3012435,37,1
585496,637295,89,0
835935,271507,56,2
431226,372284,72,0
1103539,354439,50,2
717354,633784,19,0
4980691,3031648,21,1
1728526,1363887,9,1
1086633,595073,74,2
1508583,644593,102,2
4706178,4135836,3,0
2792737,2858915,8,0
2078163,928660,55,2
4417601,4579119,89,0
2216955,913709,19,2
1941039,1724671,33,0
1353500,1444937,28,0
2137865,893407,48,2
1856748,1203306,27,1
3515598,2003771,42,2
1732080,1057924,87,1
3055119,2757281,73,0
703104,582839,10,0
1279930,1375860,77,0
2274064,1019653,57,2
4709967,3459982,112,1
2135359,1407844,35,1
3454741,3575950,87,0
1573401,485387,88,2
984354,1074262,27,0
669268,457637,108,1
1804902,1444701,59,1
1125241,661689,81,2
1200448,1178866,18,0
3899493,2923022,31,1
472855,392587,70,0
2965927,2429461,38,1
2145522,1268402,60,2
2730130,985011,45,2
2989019,2828105,77,0
1841491,979255,58,2
1757501,1720847,1,0
3773649,2969538,78,1
4407874,2569628,51,2
1285876,997065,41,1
849046,693156,11,1
4529861,3919900,26,0
2009519,1924859,27,0
2936060,1256058,112,2
2053898,2167511,52,0
978691,615276,5,1
3110926,3074715,17,0
2815648,1341329,9,1
1333770,431105,71,2
2478598,1880451,22,1
4065959,2275851,60,2
3115960,3388823,44,0
845820,324425,96,2
2920899,986803,38,2
3632596,1220604,55,2
4046436,1915983,87,2
3293941,2514439,52,1
1102228,776465,95,1
3666797,2126965,79,2
3515772,1304473,49,2
512364,249516,60,2
2294039,1026164,116,2
1931571,1731718,79,0
3479295,3214720,109,0
1394225,1284933,21,0
3118011,3352586,58,0
4600747,4634749,109,0
4069891,2841776,39,1
4638706,2931425,116,1
4901127,5060977,12,0
449083,354317,108,0
3264610,1748260,53,2
2299061,1727908,9,1
4355331,4763510,106,0
1558348,1526520,30,0
4912736,2579303,3,1
3223057,3424058,16,0
4050272,4395232,79,0
793758,384920,117,2
1243906,1264398,13,0
3888657,3914175,55,0
501138,166279,22,2
4157639,3474752,89,1
464165,252610,14,2
3422747,2874046,29,1
2079432,2143576,24,0
3212876,2245876,66,1
3601744,2274611,105,1
1975386,2048920,61,0
896627,967723,7,0
720371,251978,68,2
3109106,3228117,96,0
2795015,1023576,16,2
3814125,2173399,9,1
2744783,2497916,23,0
2343251,2159609,90,0
2231201,1964924,71,0
521656,172819,65,2
1943563,789811,30,2
4889693,5129157,40,0
4418356,1613447,116,2
1915139,694883,29,2
3103859,3006139,108,0
4297565,3493975,70,1
2429862,1412539,15,2
482606,208760,56,2
742748,748197,114,0
2747807,2997390,50,0
4859421,1652093,104,2
3588764,2667495,31,1
726214,369674,69,2
1271060,1227729,101,0
3948086,2277487,110,2
4270623,3722717,58,0
3241395,2371465,77,1
3364347,2466802,0,1
530352,523139,30,0
4211239,2848160,33,1
4026066,3931371,11,0
1591562,940201,34,2
3659913,1609726,39,2
1388331,922382,116,1
585519,409093,80,1
1325228,904742,51,1
1221693,1156533,119,0
1953641,1468636,18,1
2324868,2349872,57,0
2739279,1948582,78,1
2593068,1244082,7,1
1645103,663958,86,2
534185,531349,12,0
3183467,1098100,17,2
2220426,875043,19,2
1773892,622506,111,2
4387929,2803831,82,1
3835019,2784579,79,1
4345722,1372812,67,2
2676921,1907223,35,1
1002284,616412,75,1
3602619,3310504,49,0
1347939,1299367,17,0
2429656,2060285,83,1
699004,474481,16,1
4196419,1984566,23,2
979327,957480,98,0
4554249,2611112,79,2
4375461,2559791,76,2
2537081,2620320,50,0
3824094,4131848,48,0
3249447,3309578,83,0
4094148,4497781,89,0
2386303,2374675,61,0
4014719,3466654,116,0
2527301,1352247,115,2
4728443,5023335,49,0
2637312,2640744,98,0
2528049,1245310,65,2
4011331,2773153,61,1
4179257,1488002,7,1
2950650,3135500,69,0
1227070,930382,108,1
2551688,1266047,94,2
4853134,2591182,94,2
3863736,4190319,19,0
4131348,3274058,43,1
550997,350735,28,1
2552154,1786192,38,1
3374457,1278380,70,2
4218150,1518611,44,2
626659,485138,67,0
4321219,3066351,53,1
2922644,1716535,34,2
1307644,984514,11,1
1859374,665918,107,2
1696876,1790532,1,0
2841952,1520357,0,1
637754,227948,99,2
1129266,491912,120,2
4138388,1557603,87,2
1009978,447303,2,1
1473623,933397,27,1
2485505,2213195,117,0
2778756,1439059,97,2
3912608,2538271,68,1
2457729,2563426,28,0
4033377,2164542,2,1
3244393,3036024,3,0
920259,392264,73,2
1119125,495389,3,1
2410355,1602699,119,1
2225691,1084539,22,2
3820304,3905964,85,0
3071391,1046121,19,2
2185412,1699853,65,1
1185497,928699,10,1
1443451,509279,92,2
3047305,2700068,70,0
2347819,1585055,10,1
